employee_id,age,experience,education,department,city,performance_score,nb_projects,hours_per_week,team_size,certification,satisfaction,salary
46,22.0,22.571143711668654,Doctorat,Ventes,Marseille,3.25667116862331,4,36.52755856986168,6,Oui,84.51486355131826,71300.0
47,44.26177547531641,5.710479166609296,Licence,RH,Lyon,6.472162991350898,3,41.83585080116717,13,No,84.55623670735494,51000.0
48,54.094166404701305,7.286089080448111,Licence,IT,Lyon,15.0,2,33.82703777107881,6,0,87.68897752190571,71800.0
49,22.0,12.001057735074335,,RH,Marseille,15.0,12,35.0005003686815,6,Non,90.22823039060592,63100.0
50,,12.341197529909175,Licence,Ventes,Toulouse,5.520654841382656,5,38.81406130793967,11,Oui,68.12383193735158,170400.0
51,28.49357430878173,14.609809908709813,Doctorat,Marketing,Nice,4.433448840324721,10,40.39463909536111,7,Non,67.58339620779597,77100.0
52,30.12874616235304,24.07143177136445,Licence,Finance,nan,3.7130119375633934,6,38.48180731506071,12,No,83.90623484317263,64700.0
53,29.07606075761131,,Licence,Ventes,Toulouse,7.747023900594881,1,42.165579819365554,9,Non,75.74801619277709,57900.0
54,26.36009230320184,4.411919288230823,Doctorat,Ventes,Lyon,6.227782505631206,6,41.94233207524145,8,Non,78.60817824917368,73200.0
55,35.48521627944827,0.34476540389830923,Licence,Ventes,Toulouse,7.658032343005134,2,80.0,10,Oui,83.76859681898556,56200.0
56,26.69049883588962,,Master,RH,lyon,8.796985616869204,4,39.52357326427498,14,Non,88.95029379996615,63400.0
57,,9.76811118988342,Licence,RH,Lyon,7.881871527365518,5,45.972817155920644,6,Non,0.05061583846218687,58100.0
58,34.49761890550863,22.561905044624513,Master,IT,Nice,5.686441517841806,8,44.60362756446946,6,1,58.58973362683447,77900.0
59,,6.3767209067468,Licence,Ventes,Paris,6.717301496986333,4,51.46988641646574,16,Oui,1.6080805141749865,57200.0
60,25.924363379584022,11.56651566147229,Licence,IT,Nice,5.577840702264623,2,39.36370990048863,5,No,60.65706239519692,63000.0
61,29.232286694316674,9.885039727490735,,RH,Marseille,5.437567306097505,1,37.89820639273506,8,Oui,45.169006691247795,55600.0
62,42.55391225825756,18.31875291413659,Licence,IT,Marseille,7.014222743603936,8,46.28847111121867,12,Non,71.80540775478957,69800.0
63,40.009171876243805,27.688526981115352,Master,Finance,Toulouse,5.2515591753227415,8,41.92716285870631,11,Non,41.976825058820815,203600.0
64,25.22444755201449,6.283918589557755,Licence,Ventes,Nice,3.186272571366948,4,46.408296083919495,11,1,65.60789099728531,50200.0
65,35.99332305429226,6.573923902372445,Master,Marketing,Marseille,5.167778156408935,1,43.5839939899475,19,nan,69.84545490891671,58200.0
66,42.51387123371789,17.309126139483503,Bac,IT,Marseille,6.0396782769689406,9,29.46618954300252,15,nan,55.75976886705564,62900.0
67,22.0,14.77324042738418,,IT,Paris,8.782097746747883,4,41.88160888515591,7,non,5.487337893665861,70700.0
68,40.43360192379935,22.926951280152235,Licence,Marketing,Marseille,5.763593825192952,2,41.556079489757444,8,Non,72.4958293312956,65300.0
69,28.373762410541534,14.087497297281747,Licence,Marketing,paris,7.267886136543913,4,40.665534512319816,8,0,6.918951976926932,60600.0
70,40.70598668593159,7.484955364490583,Bac,Finance,Toulouse,6.247537649056896,3,39.338784729383086,10,No,41.67751374664772,55000.0
71,,14.134583814846165,Licence,Ventes,Marseille,8.339607715805576,8,32.03928236102836,5,Oui,42.054150381206796,69700.0
72,22.0,17.760925064080354,Master,Ventes,Toulouse,8.235644578195938,9,44.370884586191615,7,0,85.2430308362812,77100.0
73,,15.743375268381548,Licence,Marketing,Paris,8.264262657859879,4,41.86884214046747,11,Non,6.519612595026006,64600.0
74,35.48084946661382,13.550918217751084,Master,RH,Paris,3.899024705873971,4,45.50978348698712,11,Oui,59.81048527761946,60800.0
75,37.59722501721482,17.466722827124077,Licence,IT,Toulouse,6.8100860708674915,5,32.30622237862374,5,Non,46.98832819585366,67000.0
76,25.956833748955916,18.18506913311971,Licence,Ventes,Paris,7.638407900182921,11,42.53567244772634,10,Non,68.72337930301424,61300.0
77,,19.67511293726269,Master,Ventes,Paris,7.072307843883997,8,38.826703312267185,11,OUI,82.3496454204236,72400.0
78,22.0,14.540969213127498,Master,Finance,Paris,7.4548944887327435,6,40.71894004962765,5,Oui,2.242693094605598,75200.0
79,34.33920201352684,8.830173437782019,Licence,Ventes,nan,6.587526506428216,2,38.884201829095545,12,Oui,51.870156512326375,175900.0
80,22.889838002375434,,Licence,IT,Toulouse,5.382823689910209,8,42.71803963740065,9,Oui,7.121792213475358,62700.0
81,28.48163892197841,18.4455627655585,Bac,Ventes,Lyon,3.9543539225206223,7,39.1856343950421,8,non,74.25897617004502,52700.0
82,35.47398671316414,4.281450303089348,Master,IT,Lyon,5.531645857027287,6,34.74042537472155,13,1,44.69411057465724,64000.0
83,26.395866347160478,12.580713162110309,Master,Ventes,Lyon,10.0,5,40.43212709393096,7,Non,42.842494664273424,70300.0
84,31.154444557701748,7.2466283137084755,Licence,IT,Toulouse,5.771523235863992,3,38.9291273143225,10,Oui,2.3724908749680007,60400.0
85,45.0629280921444,10.201213760543723,Master,Ventes,Toulouse,3.560914660863884,5,39.583031894355585,6,Oui,69.22450473624814,64300.0
86,29.231081304768512,18.949163038251093,Master,Marketing,paris,7.598974041093625,3,25.0,9,nan,69.73493168855586,69900.0
87,,11.337693476139323,Master,Ventes,paris,7.783190013023967,3,43.41318041784353,9,Non,75.05864458240137,71300.0
88,23.70293145342382,10.325055837093041,Doctorat,IT,Paris,8.43098658522821,7,38.426681913266094,7,Non,79.93502335474639,82000.0
89,40.298041779152825,0.48100701314056593,Licence,Finance,Toulouse,-5.0,4,33.25923212990867,7,Oui,93.67186437043941,44800.0
90,49.415686206579004,15.223774962190545,Bac,Marketing,Toulouse,7.7684022717004275,4,44.61281758424071,12,1,68.39651915656574,64300.0
91,22.0,,Licence,IT,Lyon,9.260325702262985,6,43.18182863876465,10,OUI,3.2539969815926773,70400.0
92,27.031047445295233,25.14278306313822,Bac,IT,Paris,5.381789761906827,6,38.36339901862572,14,Oui,57.762606011768526,73400.0
93,40.7707212718054,7.845552355328994,Master,IT,Paris,5.0842239418644235,3,100.0,8,Oui,83.73524071227871,73800.0
94,32.96954613957007,11.534052293647573,Doctorat,Marketing,nan,4.858120190670607,4,40.89015367339686,6,Non,54.89577381941408,73900.0
95,38.71145873371309,11.745685785975287,Bac,Finance,Lyon,6.101345620259026,6,40.61553042293804,11,0,64.14342813880998,58200.0
96,28.960148132841795,21.04217295834432,Bac,Marketing,Toulouse,8.650133629737752,6,44.62167141495891,8,0,44.31510097382463,68500.0
97,35.865897874729,9.332931273291335,Licence,RH,Marseille,15.0,6,37.781322425697546,10,Yes,41.39429088785016,56900.0
98,,11.953150680392374,Doctorat,Marketing,Lyon,7.233037929063827,6,45.97461067432498,11,1,92.94566280728588,80100.0
99,46.67782061659807,14.255275568015774,Licence,IT,PARIS,3.771038107002915,3,37.29873498332116,8,Oui,7.464914051180242,65700.0
100,37.54420843301213,,Master,Ventes,Paris,5.460219759145371,5,33.27084107728789,7,non,6.496328990472147,70300.0
101,38.37602662075202,6.874964698146302,Bac,RH,Marseille,3.7465135507069447,2,34.33858622261359,9,No,8.49223410494178,45500.0
102,30.881230338775325,11.358629950288153,Bac,Finance,Toulouse,8.256868683982315,5,39.68794230432192,8,Oui,85.97890662817133,59900.0
103,30.123937759275066,17.515422249018403,,Ventes,Marseille,8.8784697393286,3,39.67242745470634,7,0,78.27858133515339,67900.0
104,30.67441812180379,2.8143929041225784,,Marketing,Marseille,7.669350090860572,3,41.63930570375388,11,Oui,62.49241194278484,55800.0
105,38.944521423782966,10.930787719028132,Bac,Ventes,Paris,5.019820931390683,5,39.548129844407796,10,Non,49.53118760389652,56000.0
106,30.79015519179737,5.099154295425787,,IT,nan,8.723033740423686,11,44.88659258032165,5,Yes,48.604037346909735,63500.0
107,37.89774856896413,18.365326402473897,Master,Ventes,Toulouse,6.120117634962185,7,38.69452950768712,10,Yes,53.763359399052746,74400.0
108,55.75400798645439,0.0,Doctorat,IT,Lyon,4.678311078871008,7,30.01861867564292,15,No,70.20746655883663,76100.0
109,43.711247034316926,6.087547069098882,Licence,Marketing,nan,5.0533936180824615,4,39.39451655767103,6,Oui,79.30277574850342,51500.0
110,31.73976467832159,12.640483125451645,Master,IT,Marseille,5.854765046612245,1,29.966106561167592,12,0,6.576128923003433,74000.0
111,47.012139221639444,20.958668204640382,Licence,Marketing,Marseille,6.5743677807270595,4,41.35695490498849,3,OUI,76.31085571947523,72100.0
112,30.919246269784487,,Master,Marketing,Toulouse,6.257983682522309,5,45.285964994924576,5,Non,55.396364332026856,68900.0
113,22.0,6.113603313147611,Bac,Finance,Nice,4.380997372743459,4,35.0688775685874,10,nan,92.51759043647567,45900.0
114,24.91913689082596,23.16809948608413,Bac,Ventes,Toulouse,8.319974613778463,4,47.092783431959255,3,1,80.58433041826727,66800.0
115,,0.0,Licence,IT,Paris,6.274091120844735,7,44.214156223642156,11,Oui,70.48947288812704,57900.0
116,,0.0,Master,Ventes,Lyon,5.429369215594024,6,46.032400777075274,9,1,73.64464104288938,60300.0
117,35.184183791895514,13.080101150373327,Licence,Finance,Nice,8.165453542974147,8,40.94781928217316,14,Oui,63.078003433528444,68900.0
118,51.76437312275283,6.485620429531722,Master,Finance,Lyon,4.7248907176002035,4,35.0361741212409,7,Oui,53.62520442256366,63100.0
119,38.269273737641626,2.851370280085007,,IT,Lyon,4.056664724638228,3,43.90407713907069,12,Non,59.578497325819384,57400.0
120,32.80899471191136,14.958495131095473,Bac,Marketing,lyon,8.408731169898108,0,36.8769954661583,8,nan,81.6815360755403,66000.0
121,43.294055811834895,11.706604996398392,Master,IT,lyon,9.337081774325508,4,40.58942253051678,5,Oui,40.791641874636575,81300.0
122,22.0,6.051449584842901,Licence,RH,Marseille,5.806855972022903,1,39.143245035981906,5,No,46.38399522788039,52900.0
123,37.356145581085656,1.0378692093037394,Doctorat,Ventes,Nice,6.431044988124282,4,45.62347928398448,5,Oui,42.5301453111964,71800.0
124,42.708651938869664,16.107201297961012,Licence,Marketing,Lyon,4.780002928218645,3,43.65163502961664,7,1,5.683086033354716,67200.0
125,22.0,14.551408245710626,Master,Ventes,Paris,6.50823882536509,5,39.597171008438146,6,OUI,42.240084127543355,155600.0
126,46.43754043206929,9.30576895354432,Master,Marketing,paris,5.786442104403204,6,30.241964032299236,12,No,87.05033212060539,68100.0
127,38.38496407494414,22.926458972333663,Doctorat,Marketing,Nice,6.346807339947501,6,36.82386266735399,12,Oui,78.70118226590131,85700.0
128,30.847120860991986,2.509406635716932,Master,Marketing,Marseille,7.113887581395864,4,43.521111447422086,5,1,66.07956059980289,60400.0
129,,,Licence,Ventes,Lyon,4.8527817829537305,4,41.40055130523292,7,nan,0.9367476782809248,60000.0
130,57.70692857804396,5.156643510831289,Master,IT,Nice,5.957282991151149,5,32.48389032793569,8,No,45.38087883580508,70200.0
131,36.81866255058495,9.680897885511515,Doctorat,IT,Nice,3.7943278673327328,1,30.967060137655555,7,Non,67.03887313142579,81100.0
132,37.48220586300336,,Master,IT,Nice,5.967519073830068,9,40.977545750787286,9,nan,66.04094739293112,69600.0
133,30.40639100459756,8.31134759500569,Bac,Ventes,Nice,6.359848893624501,7,34.71471416142112,8,Oui,3.6771580305943354,55100.0
134,26.501556305352082,12.464387775600077,Doctorat,Finance,Lyon,6.843473637591617,5,35.19601769581212,5,1,49.526102845050836,81900.0
135,43.303358165442454,1.2392240306668914,Master,RH,Toulouse,6.859364810544813,4,43.36303864391327,9,0,63.86184070808852,57000.0
136,26.439161740911327,20.10635222851282,Master,IT,Marseille,7.855884126105284,5,46.01119390207837,5,Oui,61.91776039185554,77600.0
137,35.715662372193925,9.424941751252017,Licence,IT,Nice,4.19050022109002,4,36.24648986481851,14,Non,73.8717553928719,64600.0
138,30.223425532348834,,Master,IT,Toulouse,4.270584455074559,1,39.77619846193913,8,Oui,74.93015079772042,68100.0
139,39.78979825746392,12.399077424643929,Licence,RH,Toulouse,7.293436904588781,3,39.6287666700782,8,non,42.49172053746245,61500.0
140,38.33662105286948,13.197272534076488,Master,IT,Toulouse,3.4415580844918763,7,39.17897947651742,7,Yes,60.603693804455915,70700.0
141,45.375399442578995,13.988370961625428,Bac,Finance,paris,6.77495031815749,6,40.202992380781495,10,Non,74.422295364283,68200.0
142,29.89983601145253,13.133959920121205,Master,IT,Marseille,4.72956059061516,10,43.782494639200785,8,Non,67.67249422190483,65400.0
143,32.30125064706629,14.499059319072806,,Finance,nan,8.859221961375772,4,36.630378266352025,8,Non,87.10694126535773,69700.0
144,25.212362842176926,19.304067710927022,Bac,Finance,Nice,6.875678611591666,5,32.373612327419664,11,Non,76.22814973904198,185000.0
145,30.557067399238882,11.37564818791029,,Ventes,Paris,6.171265970430407,6,48.450049668018806,11,Oui,48.96139348947863,60800.0
146,38.77300493044852,14.963026303119587,Licence,Finance,paris,8.341581315708767,6,45.44710962245025,11,0,2.6520236768172545,71000.0
147,42.56988616645352,9.371850139989412,Doctorat,Ventes,Paris,4.904896990143573,8,34.48181064375301,4,Oui,43.88128110702364,72600.0
148,25.778346758223748,20.08082050814631,Master,Marketing,Toulouse,5.189885548868288,4,40.678160043879764,10,0,75.33306030134736,70500.0
149,43.6960592010566,5.265253885585112,Master,IT,Nice,4.607817749517336,3,45.053510822930555,11,non,2.4398964337908358,62400.0
150,48.55637858804951,22.60658303037571,Master,Finance,PARIS,5.202441160476511,3,43.745219722630196,11,Non,41.4581220797892,77900.0
151,39.13434903223701,9.718894345489597,Doctorat,Finance,Marseille,6.5916734140510815,9,42.31006654964642,9,1,72.21765697004048,76100.0
152,53.76795812558066,0.0,Licence,Marketing,Nice,7.24092780799058,7,39.14886554204128,10,OUI,91.71266327837267,58300.0
153,27.26210800896427,10.896730904375525,Licence,Marketing,Toulouse,7.942132528051314,2,48.63651962530979,15,Non,9.730105547524456,59000.0
154,22.55345296688583,5.232638397675834,Master,IT,Marseille,3.7629139296488914,2,41.1042943622973,10,Oui,71.65107978317334,60000.0
155,22.0,15.884504842921068,Master,Ventes,Marseille,6.242205520305062,4,37.42520370339655,12,Non,61.349345941358706,67600.0
156,49.96044311489183,5.431632144883263,Master,IT,Marseille,4.837753203213797,6,44.355378644227976,10,Oui,75.38085201432943,67200.0
157,41.54365656354058,6.876715967496542,Master,Ventes,Lyon,6.192069362767849,9,40.4802932097571,5,Oui,65.20390897703342,66800.0
158,,0.0,Licence,Marketing,Marseille,10.0,11,41.74898863626811,9,Non,70.00892341237642,58300.0
159,37.799686263198204,6.833855765256462,Master,IT,Toulouse,-5.0,4,41.01574600795604,14,Oui,91.78056448270888,64500.0
160,23.745109527016233,0.0,Bac,Finance,Nice,7.849197456722369,7,42.48387786883455,4,Non,61.235645079042584,51300.0
161,59.45751979616826,0.0,Master,RH,Marseille,9.441036908241571,7,35.10771873300396,10,Oui,92.86548101031528,65200.0
162,36.292211819752275,15.322902593010081,Bac,Marketing,Toulouse,8.191037364762137,3,32.744468064149956,9,Oui,89.79428530758351,59800.0
163,36.09394794604893,15.500601110555825,Licence,Ventes,paris,5.828128280469523,7,47.17066361616792,8,Oui,50.7685124134113,63200.0
164,,12.978202932494753,Licence,Finance,Marseille,4.586251870145093,5,41.247922808945845,6,nan,43.8148715481341,59200.0
165,39.810092317367136,3.2311669980955093,Licence,Finance,Paris,6.454783595718723,2,43.854236387042896,3,Oui,3.930977246667604,55000.0
166,37.23884024279131,9.666020507006142,Master,IT,Lyon,5.648441323671972,9,31.201203899111867,7,Yes,45.54279007575847,71700.0
167,27.095255445546883,9.97478222636602,Licence,RH,Toulouse,4.213218070071239,6,45.333415543572514,5,Oui,41.002200410835236,48400.0
168,39.714683571359956,,Licence,Marketing,nan,6.861387495934203,3,37.392571773221164,9,nan,45.194362841576066,64800.0
169,53.82024496475034,20.523788112370056,Licence,Ventes,Paris,6.898829447089,6,35.96890916595478,11,Oui,8.920465551771134,72800.0
170,48.454200461549775,16.1415360340297,Licence,IT,Lyon,9.15367505039493,3,39.683134161840066,8,nan,77.56537253789963,81100.0
171,50.93186626639397,8.453250783192352,Licence,IT,Nice,5.957355396744779,2,35.110098947287376,10,Yes,43.915375665312595,67600.0
172,29.88784323568815,10.188200872961716,Bac,Ventes,PARIS,6.920182083454174,8,39.99134150887196,7,Oui,6.311386259972629,53000.0
173,25.10395179741419,11.458679655632867,Master,IT,Marseille,5.501771877964677,4,39.318308264927566,9,0,57.54365966615687,69600.0
174,33.74213079900352,,Master,Ventes,Toulouse,7.8097541460401985,5,45.30197952616941,8,OUI,86.46814210331999,64200.0
175,35.557249122886944,8.269758322355822,Master,Ventes,Marseille,6.313073305714806,4,47.566722510697346,3,Non,41.27995646547042,66500.0
176,45.94191518470949,5.22611026401541,Licence,Ventes,paris,4.741112586720886,3,47.407578964207914,10,1,84.79576654239148,54100.0
177,22.0,2.988659930735592,Licence,Finance,Lyon,6.479792267502263,4,28.677425103019416,6,nan,55.502012612536994,50000.0
178,50.29550319460614,8.032297949798316,Doctorat,IT,Toulouse,7.085784346347502,3,35.32416585078357,12,Non,46.49906551919109,86700.0
179,33.419921014210104,22.583805687946658,Master,Finance,Marseille,6.882910081120344,11,28.62556618088819,11,Non,78.32054409502828,82700.0
180,30.7311893005258,14.485900028869068,Licence,IT,Paris,8.068845073243804,6,34.03228862782485,8,1,7.948113035416484,73100.0
181,24.878956247398325,6.001747071520422,Bac,IT,Toulouse,4.327915441938965,5,36.752408945480845,10,No,74.59185657289362,54000.0
182,22.0,14.00807946949311,Licence,IT,Paris,5.235886114977587,5,42.05280807613472,6,0,5.026370931051921,60400.0
183,43.231705839619146,19.795488056102016,Licence,IT,Toulouse,7.459680997693306,5,37.400333827537295,7,No,88.26096074398791,74800.0
184,35.73317967188404,16.472435780389382,Licence,Ventes,PARIS,5.412096533058393,3,37.53964964525677,5,Oui,80.4289074092137,62600.0
185,22.10039100258946,,Master,RH,nan,6.86070687399531,6,40.90882341599882,9,nan,84.19145117116668,55200.0
186,22.04921227936384,5.471442556060983,Master,Ventes,Lyon,2.8703821288823566,4,31.453451773960946,10,Oui,55.51190149142185,53400.0
187,,14.88756319529513,Master,RH,Lyon,10.0,5,35.80703423518068,9,Non,49.759174907884756,69600.0
188,51.69021525289393,12.754397697952246,Master,Marketing,Paris,6.095422202663996,3,37.482216870913135,10,OUI,81.28381134024721,71200.0
189,32.40408648636395,,Master,Ventes,Lyon,8.290934389982418,7,38.98799005684328,5,non,84.37591065969951,77200.0
190,22.0,14.446202611773787,Master,Ventes,Nice,5.994653261624763,3,40.38476995112772,10,Oui,94.47778281003704,67200.0
191,32.54256935914056,17.346869007235348,,Marketing,nan,7.12204779309633,6,47.50324894866521,11,1,5.769038846263591,66400.0
192,32.27276430252329,6.253353519076024,Bac,IT,Lyon,8.737879469517909,7,44.54168080540548,8,Non,62.69397223012845,59700.0
193,22.0,,Licence,Ventes,lyon,8.248709028812579,1,36.153449877540325,6,Non,60.460994718603075,61900.0
194,34.45705133482188,11.383197232846797,Bac,Finance,Toulouse,6.1933175304721635,6,38.69335470274266,9,0,82.70271284080982,54600.0
195,32.69065469791322,24.52682610837686,Master,Ventes,Nice,6.297118511909462,4,38.352804314539384,10,Non,58.74419471391598,83600.0
196,41.96206364813418,5.175685273373025,Doctorat,Marketing,Marseille,8.005349840274928,2,37.42923741739628,10,Oui,91.19165290819606,73200.0
197,53.48956094945345,22.151746622156743,Licence,Finance,Lyon,9.99986660642795,2,41.362579129104546,8,Oui,87.21270135136565,79500.0
198,46.26565029547757,11.385375484238534,Doctorat,Ventes,Lyon,6.788424011598561,5,30.70110223514546,6,nan,63.59467150562601,81500.0
199,32.31111309445169,5.440073974698862,Bac,Ventes,Toulouse,9.435595460812461,5,44.40357194003242,11,Oui,81.29790872853235,53000.0
200,,6.6127991616197495,Doctorat,Ventes,Paris,6.1378783843696905,3,48.467753953576775,7,Non,81.49985807465754,74400.0
